title,url,issn,eissn,publisher,language,country,oa_type,positioning,partition,source,source_url,page,fetched_at
BMC MICROBIOLOGY,https://www.oaj.com.cn/Journal/bmc-microbiology,,1471-2180,BioMed Central,English,United Kingdom,Gold OA,Sound Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,11,2026-05-21T07:21:51+00:00
BMC PREGNANCY AND CHILDBIRTH,https://www.oaj.com.cn/Journal/bmc-pregnancy-and-childbirth,,1471-2393,BioMed Central,English,United Kingdom,Gold OA,Sound Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,11,2026-05-21T07:21:51+00:00
BMC MEDICAL RESEARCH METHODOLOGY,https://www.oaj.com.cn/Journal/bmc-medical-research-methodology,,1471-2288,BioMed Central,English,United Kingdom,Gold OA,Sound Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,11,2026-05-21T07:21:51+00:00
BMC MEDICINE,https://www.oaj.com.cn/Journal/bmc-medicine,,1741-7015,BioMed Central,English,United Kingdom,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,11,2026-05-21T07:21:51+00:00
BMC PUBLIC HEALTH,https://www.oaj.com.cn/Journal/bmc-public-health,,1471-2458,BioMed Central,English,United Kingdom,Gold OA,Sound Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,11,2026-05-21T07:21:51+00:00
BMC PSYCHIATRY,https://www.oaj.com.cn/Journal/bmc-psychiatry,,1471-244X,BioMed Central,English,United Kingdom,Gold OA,Sound Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,11,2026-05-21T07:21:51+00:00
BMC PEDIATRICS,https://www.oaj.com.cn/Journal/bmc-pediatrics,,1471-2431,BioMed Central,English,United Kingdom,Gold OA,Sound Science Journal,3区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,11,2026-05-21T07:21:51+00:00
BMC VETERINARY RESEARCH,https://www.oaj.com.cn/Journal/bmc-veterinary-research,,1746-6148,BioMed Central,English,United Kingdom,Gold OA,Sound Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,12,2026-05-21T07:21:51+00:00
BORDERLINE PERSONALITY DISORDER AND EMOTION DYSREGULATION,https://www.oaj.com.cn/Journal/borderline-personality-disorder-and-emotion-dysregulation,,2051-6673,BioMed Central,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,12,2026-05-21T07:21:51+00:00
BREAST CANCER RESEARCH,https://www.oaj.com.cn/Journal/breast-cancer-research,,1465-542X,BioMed Central,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,12,2026-05-21T07:21:51+00:00
BOTANICAL STUDIES,https://www.oaj.com.cn/Journal/botanical-studies,,1999-3110,Springer,Multi-Language,USA,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,12,2026-05-21T07:21:51+00:00
BONE RESEARCH,https://www.oaj.com.cn/Journal/bone-research,,2095-6231,Springer Nature,English,United Kingdom,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,12,2026-05-21T07:21:51+00:00
BRAIN STIMULATION,https://www.oaj.com.cn/Journal/brain-stimulation,1935-861X,1876-4754,Elsevier,English,USA,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,12,2026-05-21T07:21:51+00:00
BORSA ISTANBUL REVIEW,https://www.oaj.com.cn/Journal/borsa-istanbul-review,2214-8450,2214-8469,Elsevier,English,Netherlands,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,12,2026-05-21T07:21:51+00:00
BOREAS,https://www.oaj.com.cn/Journal/boreas,0300-9483,1502-3885,Wiley,English,USA,,,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,12,2026-05-21T07:21:51+00:00
BRAIN PATHOLOGY,https://www.oaj.com.cn/Journal/brain-pathology,1015-6305,1750-3639,Wiley,English,USA,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,12,2026-05-21T07:21:51+00:00
Brain Informatics,https://www.oaj.com.cn/Journal/brain-informatics,2198-4018,2198-4026,Springer Berlin Heidelberg,English,Germany,Gold OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,12,2026-05-21T07:21:51+00:00
CANCER CELL INTERNATIONAL,https://www.oaj.com.cn/Journal/cancer-cell-international,,1475-2867,BioMed Central,English,United Kingdom,,,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,13,2026-05-21T07:21:51+00:00
CANCER IMAGING,https://www.oaj.com.cn/Journal/cancer-imaging,,1470-7330,BioMed Central,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,13,2026-05-21T07:21:51+00:00
CANCER & METABOLISM,https://www.oaj.com.cn/Journal/cancer-metabolism,,2049-3002,BioMed Central,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,13,2026-05-21T07:21:51+00:00
CAMBRIDGE OPERA JOURNAL,https://www.oaj.com.cn/Journal/cambridge-opera-journal,,1474-0621,Cambridge University Press,English,United Kingdom,,,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,13,2026-05-21T07:21:51+00:00
BRITISH JOURNAL OF POLITICAL SCIENCE,https://www.oaj.com.cn/Journal/british-journal-of-political-science,0007-1234,1469-2112,Cambridge University Press,English,USA,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,13,2026-05-21T07:21:51+00:00
BRQ-BUSINESS RESEARCH QUARTERLY,https://www.oaj.com.cn/Journal/brq-business-research-quarterly,2340-9444,2340-9444,Sage,English,USA,Gold OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,13,2026-05-21T07:21:51+00:00
CAAI TRANSACTIONS ON INTELLIGENCE TECHNOLOGY,https://www.oaj.com.cn/Journal/caai-transactions-on-intelligence-technology,2468-6557,2468-2322,Wiley,English,USA,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,13,2026-05-21T07:21:51+00:00
CA-A CANCER JOURNAL FOR CLINICIANS,https://www.oaj.com.cn/Journal/ca-a-cancer-journal-for-clinicians,0007-9235,1542-4863,Wiley,English,USA,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,13,2026-05-21T07:21:51+00:00
CANCER COMMUNICATIONS,https://www.oaj.com.cn/Journal/cancer-communications,,2523-3548,Wiley,English,USA,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,13,2026-05-21T07:21:51+00:00
CANCER BIOLOGY & THERAPY,https://www.oaj.com.cn/Journal/cancer-biology-therapy,,1555-8576,Taylor & Francis,English,United Kingdom,,,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,13,2026-05-21T07:21:51+00:00
CELL AND BIOSCIENCE,https://www.oaj.com.cn/Journal/cell-and-bioscience,,2045-3701,BioMed Central,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,14,2026-05-21T07:21:51+00:00
CARDIOVASCULAR DIABETOLOGY,https://www.oaj.com.cn/Journal/cardiovascular-diabetology,,1475-2840,BioMed Central,English,United Kingdom,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,14,2026-05-21T07:21:51+00:00
CARBON BALANCE AND MANAGEMENT,https://www.oaj.com.cn/Journal/carbon-balance-and-management,,1750-0680,BioMed Central,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,14,2026-05-21T07:21:51+00:00
CANCER NANOTECHNOLOGY,https://www.oaj.com.cn/Journal/cancer-nanotechnology,1868-6958,1868-6966,BioMed Central,English,United Kingdom,Gold OA,Frontier Science Journal,3区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,14,2026-05-21T07:21:51+00:00
CANCER IMMUNOLOGY IMMUNOTHERAPY,https://www.oaj.com.cn/Journal/cancer-immunology-immunotherapy,,1432-0851,Springer,English,USA,Gold OA,Frontier Science Journal,3区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,14,2026-05-21T07:21:51+00:00
CARBON ENERGY,https://www.oaj.com.cn/Journal/carbon-energy,2096-9570,2637-9368,Wiley,English,USA,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,14,2026-05-21T07:21:51+00:00
CANCER SCIENCE,https://www.oaj.com.cn/Journal/cancer-science,1347-9032,1349-7006,Wiley,English,USA,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,14,2026-05-21T07:21:51+00:00
CARBON MANAGEMENT,https://www.oaj.com.cn/Journal/carbon-management,,1758-3012,Taylor & Francis,English,United Kingdom,,,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,14,2026-05-21T07:21:51+00:00
Carbon Neutrality,https://www.oaj.com.cn/Journal/carbon-neutrality,2788-8614,2731-3948,Springer Nature Singapore,English,Singapore,Gold OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,14,2026-05-21T07:21:51+00:00
CAPILLARITY,https://www.oaj.com.cn/Journal/capillarity,2709-2119,2652-3310,Yandy Scientific Press,English,"Hong Kong, China",Gold OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,14,2026-05-21T07:21:51+00:00
CELL BIOLOGY AND TOXICOLOGY,https://www.oaj.com.cn/Journal/cell-biology-and-toxicology,,1573-6822,Springer,English,NETHERLANDS,,,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,15,2026-05-21T07:21:51+00:00
CELL COMMUNICATION AND SIGNALING,https://www.oaj.com.cn/Journal/cell-communication-and-signaling,,1478-811X,BioMed Central,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,15,2026-05-21T07:21:51+00:00
CELL DEATH DISCOVERY,https://www.oaj.com.cn/Journal/cell-death-discovery,,2058-7716,Springer Nature,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,15,2026-05-21T07:21:51+00:00
CELL DEATH & DISEASE,https://www.oaj.com.cn/Journal/cell-death-disease,,2041-4889,Springer Nature,English,United Kingdom,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,15,2026-05-21T07:21:51+00:00
CELL DISCOVERY,https://www.oaj.com.cn/Journal/cell-discovery,,2056-5968,Springer Nature,English,United Kingdom,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,15,2026-05-21T07:21:51+00:00
CELL REPORTS,https://www.oaj.com.cn/Journal/cell-reports,2211-1247,2211-1247,Elsevier,English,United Kingdom,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,15,2026-05-21T07:21:51+00:00
CELL REPORTS PHYSICAL SCIENCE,https://www.oaj.com.cn/Journal/cell-reports-physical-science,,2666-3864,Elsevier,English,Netherlands,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,15,2026-05-21T07:21:51+00:00
CELL REPORTS MEDICINE,https://www.oaj.com.cn/Journal/cell-reports-medicine,2666-3791,2666-3791,Elsevier,English,Netherlands,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,15,2026-05-21T07:21:51+00:00
CELL PROLIFERATION,https://www.oaj.com.cn/Journal/cell-proliferation,0960-7722,1365-2184,Wiley,English,USA,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,15,2026-05-21T07:21:51+00:00
Cell Genomics,https://www.oaj.com.cn/Journal/cell-genomics,2666-979X,2666-979X,Elsevier,English,USA,Gold OA,,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,15,2026-05-21T07:21:51+00:00
CHILD AND ADOLESCENT PSYCHIATRY AND MENTAL HEALTH,https://www.oaj.com.cn/Journal/child-and-adolescent-psychiatry-and-mental-health,,1753-2000,BioMed Central,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,16,2026-05-21T07:21:51+00:00
CELLULAR & MOLECULAR BIOLOGY LETTERS,https://www.oaj.com.cn/Journal/cellular-molecular-biology-letters,1425-8153,1689-1392,BioMed Central,English,United Kingdom,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,16,2026-05-21T07:21:51+00:00
CHINESE JOURNAL OF MECHANICAL ENGINEERING,https://www.oaj.com.cn/Journal/chinese-journal-of-mechanical-engineering,,2192-8258,Springer,English,USA,Gold OA,Frontier Science Journal,3区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,16,2026-05-21T07:21:51+00:00
CHEMICAL AND BIOLOGICAL TECHNOLOGIES IN AGRICULTURE,https://www.oaj.com.cn/Journal/chemical-and-biological-technologies-in-agriculture,,2196-5641,Springer,English,USA,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,16,2026-05-21T07:21:51+00:00
CELLULAR AND MOLECULAR LIFE SCIENCES,https://www.oaj.com.cn/Journal/cellular-and-molecular-life-sciences,1420-682X,1420-9071,Springer,English,Switzerland,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,16,2026-05-21T07:21:51+00:00
CEPHALALGIA,https://www.oaj.com.cn/Journal/cephalalgia,,1468-2982,Sage,English,United Kingdom,,,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,16,2026-05-21T07:21:51+00:00
CELLULAR AND MOLECULAR GASTROENTEROLOGY AND HEPATOLOGY,https://www.oaj.com.cn/Journal/cellular-and-molecular-gastroenterology-and-hepatology,2352-345X,2352-345X,Elsevier,English,USA,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,16,2026-05-21T07:21:51+00:00
CHINESE JOURNAL OF AERONAUTICS,https://www.oaj.com.cn/Journal/chinese-journal-of-aeronautics,1000-9361,2588-9230,Elsevier,English,USA,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,16,2026-05-21T07:21:51+00:00
CHEMICAL SCIENCE,https://www.oaj.com.cn/Journal/chemical-science,2041-6539,2041-6539,Royal Society of Chemistry,English,United Kingdom,Diamond/Platinum OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,16,2026-05-21T07:21:51+00:00
ChemPhysMater（化学物理材料（英文））,https://www.oaj.com.cn/Journal/chemphysmater-%E5%8C%96%E5%AD%A6%E7%89%A9%E7%90%86%E6%9D%90%E6%96%99-%E8%8B%B1%E6%96%87,2097-0323,2772-5715,山东大学出版社有限公司,英文,China,金色OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,16,2026-05-21T07:21:51+00:00
CLINICAL AND TRANSLATIONAL RADIATION ONCOLOGY,https://www.oaj.com.cn/Journal/clinical-and-translational-radiation-oncology,,2405-6308,Elsevier,English,Ireland,Gold OA,Frontier Science Journal,3区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,17,2026-05-21T07:21:51+00:00
CLIMATE SERVICES,https://www.oaj.com.cn/Journal/climate-services,,2405-8807,Elsevier,English,Netherlands,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,17,2026-05-21T07:21:51+00:00
CLIMATE RISK MANAGEMENT,https://www.oaj.com.cn/Journal/climate-risk-management,2212-0963,2212-0963,Elsevier,English,Netherlands,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,17,2026-05-21T07:21:51+00:00
CIRCULAR ECONOMY,https://www.oaj.com.cn/Journal/circular-economy,2773-1685,2773-1677,Tsinghua University Press,英文,China,金色OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,17,2026-05-21T07:21:51+00:00
CLINICAL & TRANSLATIONAL IMMUNOLOGY,https://www.oaj.com.cn/Journal/clinical-translational-immunology,,2050-0068,Wiley,English,USA,Gold OA,Frontier Science Journal,3区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,17,2026-05-21T07:21:51+00:00
CLINICAL AND TRANSLATIONAL ALLERGY,https://www.oaj.com.cn/Journal/clinical-and-translational-allergy,,2045-7022,Wiley,English,USA,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,17,2026-05-21T07:21:51+00:00
CLINICAL AND TRANSLATIONAL MEDICINE,https://www.oaj.com.cn/Journal/clinical-and-translational-medicine,,2001-1326,Wiley,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,17,2026-05-21T07:21:51+00:00
CLINICAL EPIDEMIOLOGY,https://www.oaj.com.cn/Journal/clinical-epidemiology,,1179-1349,Taylor & Francis,English,United Kingdom,,,3区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,17,2026-05-21T07:21:51+00:00
Cleaner Engineering and Technology,https://www.oaj.com.cn/Journal/cleaner-engineering-and-technology,2666-7908,2666-7908,Elsevier,English,United Kingdom,Gold OA,Frontier Science Journal,3区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,17,2026-05-21T07:21:51+00:00
Chronic Diseases and Translational medicine,https://www.oaj.com.cn/Journal/chronic-diseases-and-translational-medicine,2095-882X,2589-0514,《中华医学杂志》社有限责任公司,English,China,钻石OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,17,2026-05-21T07:21:51+00:00
CLINICAL PROTEOMICS,https://www.oaj.com.cn/Journal/clinical-proteomics,,1559-0275,BioMed Central,English,United Kingdom,,,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,18,2026-05-21T07:21:51+00:00
CLINICAL EPIGENETICS,https://www.oaj.com.cn/Journal/clinical-epigenetics,1868-7075,1868-7083,BioMed Central,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,18,2026-05-21T07:21:51+00:00
COMMUNICATIONS EARTH & ENVIRONMENT,https://www.oaj.com.cn/Journal/communications-earth-environment,,2662-4435,Nature Portfolio,English,United Kingdom,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,18,2026-05-21T07:21:51+00:00
COMMUNICATIONS BIOLOGY,https://www.oaj.com.cn/Journal/communications-biology,,2399-3642,Nature Portfolio,English,Germany,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,18,2026-05-21T07:21:51+00:00
COMMUNICATIONS CHEMISTRY,https://www.oaj.com.cn/Journal/communications-chemistry,,2399-3669,Nature Portfolio,English,Germany,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,18,2026-05-21T07:21:51+00:00
COGNITIVE RESEARCH-PRINCIPLES AND IMPLICATIONS,https://www.oaj.com.cn/Journal/cognitive-research-principles-and-implications,,2365-7464,Springer,English,USA,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,18,2026-05-21T07:21:51+00:00
COLLOID AND INTERFACE SCIENCE COMMUNICATIONS,https://www.oaj.com.cn/Journal/colloid-and-interface-science-communications,,2215-0382,Elsevier,English,NETHERLANDS,,,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,18,2026-05-21T07:21:51+00:00
CNS NEUROSCIENCE & THERAPEUTICS,https://www.oaj.com.cn/Journal/cns-neuroscience-therapeutics,1755-5930,1755-5949,Wiley,English,USA,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,18,2026-05-21T07:21:51+00:00
CLINICAL INTERVENTIONS IN AGING,https://www.oaj.com.cn/Journal/clinical-interventions-in-aging,,1178-1998,Taylor & Francis,English,United Kingdom,,,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,18,2026-05-21T07:21:51+00:00
Communications in Transportation Research,https://www.oaj.com.cn/Journal/communications-in-transportation-research,2097-5023,2772-4247,Tsinghua University Press,英文,China,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,18,2026-05-21T07:21:51+00:00
CONFLICT AND HEALTH,https://www.oaj.com.cn/Journal/conflict-and-health,,1752-1505,BioMed Central,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,19,2026-05-21T07:21:51+00:00
COMMUNICATIONS PHYSICS,https://www.oaj.com.cn/Journal/communications-physics,,2399-3650,Nature Portfolio,English,Germany,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,19,2026-05-21T07:21:51+00:00
COMPARATIVE MIGRATION STUDIES,https://www.oaj.com.cn/Journal/comparative-migration-studies,,2214-594X,Springer,English,United Kingdom,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,19,2026-05-21T07:21:51+00:00
COMPLEX & INTELLIGENT SYSTEMS,https://www.oaj.com.cn/Journal/complex-intelligent-systems,,2198-6053,Springer,English,Germany,Gold OA,Frontier Science Journal,3区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,19,2026-05-21T07:21:51+00:00
COMPREHENSIVE PSYCHIATRY,https://www.oaj.com.cn/Journal/comprehensive-psychiatry,0010-440X,1532-8384,Elsevier,English,USA,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,19,2026-05-21T07:21:51+00:00
COMPUTATIONAL AND STRUCTURAL BIOTECHNOLOGY JOURNAL,https://www.oaj.com.cn/Journal/computational-and-structural-biotechnology-journal,2001-0370,2001-0370,Elsevier,English,Netherlands,Gold OA,Frontier Science Journal,3区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,19,2026-05-21T07:21:51+00:00
