title,issn,eissn,year,jif,jif_without_self_cites,source_url
JAMA INTERN MED,2168-6106,2168-6114,2024,23.3,22.7,https://journalsimpactfactors.com/journal.php?id=125
JAMA NEUROL,2168-6149,2168-6157,2024,21.3,21.0,https://journalsimpactfactors.com/journal.php?id=140
JAMA ONCOL,2374-2437,2374-2445,2024,20.1,19.7,https://journalsimpactfactors.com/journal.php?id=162
JAMA PEDIATR,2168-6203,2168-6211,2024,18.0,17.5,https://journalsimpactfactors.com/journal.php?id=190
JAMA PSYCHIAT,2168-622X,2168-6238,2024,17.1,16.6,https://journalsimpactfactors.com/journal.php?id=210
JAMA SURG,2168-6254,2168-6262,2024,14.9,14.5,https://journalsimpactfactors.com/journal.php?id=267
JAMA-HEALTH FORUM,2689-0186,2689-0186,2024,11.3,10.9,https://journalsimpactfactors.com/journal.php?id=458
JAMA-J AM MED ASSOC,0098-7484,1538-3598,2024,55.0,53.9,https://journalsimpactfactors.com/journal.php?id=21
JOULE,2542-4351,2542-4351,2024,35.4,34.8,https://journalsimpactfactors.com/journal.php?id=59
KIDNEY INT,0085-2538,1523-1755,2024,12.6,12.1,https://journalsimpactfactors.com/journal.php?id=366
KIDNEY INT SUPPL,2157-1724,2157-1716,2024,89.6,89.6,https://journalsimpactfactors.com/journal.php?id=5
LANCET,0140-6736,1474-547X,2024,88.5,87.1,https://journalsimpactfactors.com/journal.php?id=6
LANCET CHILD ADOLESC,2352-4642,2352-4642,2024,15.5,15.3,https://journalsimpactfactors.com/journal.php?id=248
LANCET DIABETES ENDO,2213-8587,2213-8595,2024,41.8,41.1,https://journalsimpactfactors.com/journal.php?id=39
LANCET GLOB HEALTH,2214-109X,2214-109X,2024,18.0,17.8,https://journalsimpactfactors.com/journal.php?id=191
LANCET HAEMATOL,2352-3026,,2024,17.7,17.3,https://journalsimpactfactors.com/journal.php?id=194
LANCET HEALTH LONGEV,2666-7568,2666-7568,2024,14.6,14.4,https://journalsimpactfactors.com/journal.php?id=280
LANCET HIV,2352-3018,2352-3018,2024,13.0,12.4,https://journalsimpactfactors.com/journal.php?id=350
LANCET INFECT DIS,1473-3099,1474-4457,2024,31.0,30.4,https://journalsimpactfactors.com/journal.php?id=76
LANCET NEUROL,1474-4422,1474-4465,2024,45.5,44.6,https://journalsimpactfactors.com/journal.php?id=31
LANCET ONCOL,1470-2045,1474-5488,2024,35.9,35.3,https://journalsimpactfactors.com/journal.php?id=57
LANCET PUBLIC HEALTH,2468-2667,2468-2667,2024,25.2,24.9,https://journalsimpactfactors.com/journal.php?id=110
LANCET REG HEALTH-EU,2666-7762,2666-7762,2024,13.0,12.7,https://journalsimpactfactors.com/journal.php?id=348
LANCET RESP MED,2213-2600,,2024,32.8,32.6,https://journalsimpactfactors.com/journal.php?id=69
LANCET RHEUMATOL,2665-9913,2665-9913,2024,16.4,16.1,https://journalsimpactfactors.com/journal.php?id=224
LEUKEMIA,0887-6924,1476-5551,2024,13.4,12.8,https://journalsimpactfactors.com/journal.php?id=329
LIGHT-SCI APPL,2095-5545,2047-7538,2024,23.4,22.7,https://journalsimpactfactors.com/journal.php?id=124
LIVING REV RELATIV,2367-3613,1433-8351,2024,62.5,62.5,https://journalsimpactfactors.com/journal.php?id=14
LIVING REV SOL PHYS,2367-3648,1614-4961,2024,27.6,27.1,https://journalsimpactfactors.com/journal.php?id=88
MAT SCI ENG R,0927-796X,1879-212X,2024,26.8,26.4,https://journalsimpactfactors.com/journal.php?id=96
MATER TODAY,1369-7021,1873-4103,2024,22.0,21.8,https://journalsimpactfactors.com/journal.php?id=133
MATTER-US,2590-2393,2590-2385,2024,17.5,17.2,https://journalsimpactfactors.com/journal.php?id=201
MED IMAGE ANAL,1361-8415,1361-8423,2024,11.8,11.0,https://journalsimpactfactors.com/journal.php?id=420
MED RES REV,0198-6325,1098-1128,2024,11.6,11.6,https://journalsimpactfactors.com/journal.php?id=438
MED-CAMBRIDGE,2666-6340,2666-6340,2024,11.8,11.8,https://journalsimpactfactors.com/journal.php?id=417
METABOLISM,0026-0495,1532-8600,2024,11.9,11.3,https://journalsimpactfactors.com/journal.php?id=406
MICROBIOME,2049-2618,2049-2618,2024,12.7,12.3,https://journalsimpactfactors.com/journal.php?id=364
MILITARY MED RES,2095-7467,2054-9369,2024,22.9,22.1,https://journalsimpactfactors.com/journal.php?id=127
MMWR RECOMM REP,1057-5987,1545-8601,2024,60.1,60.0,https://journalsimpactfactors.com/journal.php?id=17
MMWR SURVEILL SUMM,1545-8636,1545-8636,2024,49.8,49.8,https://journalsimpactfactors.com/journal.php?id=27
MMWR-MORBID MORTAL W,0149-2195,1545-861X,2024,17.3,17.0,https://journalsimpactfactors.com/journal.php?id=204
MOL CELL,1097-2765,1097-4164,2024,16.6,15.9,https://journalsimpactfactors.com/journal.php?id=220
MOL PLANT,1674-2052,1752-9867,2024,24.1,23.5,https://journalsimpactfactors.com/journal.php?id=118
MOL THER,1525-0016,1525-0024,2024,12.0,11.8,https://journalsimpactfactors.com/journal.php?id=396
MYCOSPHERE,2077-7000,2077-7019,2024,15.1,12.8,https://journalsimpactfactors.com/journal.php?id=262
NANO ENERGY,2211-2855,2211-3282,2024,17.1,15.9,https://journalsimpactfactors.com/journal.php?id=212
NANO MATER SCI,2096-6482,2589-9651,2024,17.9,17.2,https://journalsimpactfactors.com/journal.php?id=192
NANO-MICRO LETT,2311-6706,2150-5551,2024,36.3,34.6,https://journalsimpactfactors.com/journal.php?id=55
NAT ASTRON,2397-3366,2397-3366,2024,14.3,13.9,https://journalsimpactfactors.com/journal.php?id=290
NAT BIOMED ENG,2157-846X,2157-846X,2024,26.6,26.3,https://journalsimpactfactors.com/journal.php?id=98
NAT BIOTECHNOL,1087-0156,1546-1696,2024,41.7,41.0,https://journalsimpactfactors.com/journal.php?id=40
NAT CATAL,2520-1158,2520-1158,2024,44.6,44.2,https://journalsimpactfactors.com/journal.php?id=33
NAT CELL BIOL,1465-7392,1476-4679,2024,19.1,18.8,https://journalsimpactfactors.com/journal.php?id=176
NAT CHEM,1755-4330,1755-4349,2024,20.2,20.0,https://journalsimpactfactors.com/journal.php?id=160
NAT CHEM BIOL,1552-4450,1552-4469,2024,13.7,13.5,https://journalsimpactfactors.com/journal.php?id=313
NAT CLIM CHANGE,1758-678X,1758-6798,2024,27.1,26.7,https://journalsimpactfactors.com/journal.php?id=90
NAT ECOL EVOL,2397-334X,2397-334X,2024,14.5,14.2,https://journalsimpactfactors.com/journal.php?id=284
NAT ELECTRON,2520-1131,2520-1131,2024,40.9,40.1,https://journalsimpactfactors.com/journal.php?id=41
NAT ENERGY,2058-7546,2058-7546,2024,60.1,59.4,https://journalsimpactfactors.com/journal.php?id=18
NAT GENET,1061-4036,1546-1718,2024,29.0,28.2,https://journalsimpactfactors.com/journal.php?id=83
NAT GEOSCI,1752-0894,1752-0908,2024,16.1,15.9,https://journalsimpactfactors.com/journal.php?id=235
NAT HUM BEHAV,2397-3374,2397-3374,2024,15.9,15.5,https://journalsimpactfactors.com/journal.php?id=240
NAT IMMUNOL,1529-2908,1529-2916,2024,27.6,27.2,https://journalsimpactfactors.com/journal.php?id=87
NAT MATER,1476-1122,1476-4660,2024,38.5,38.2,https://journalsimpactfactors.com/journal.php?id=50
NAT MED,1078-8956,1546-170X,2024,50.0,49.2,https://journalsimpactfactors.com/journal.php?id=26
NAT METHODS,1548-7091,1548-7105,2024,32.1,31.1,https://journalsimpactfactors.com/journal.php?id=72
NAT MICROBIOL,2058-5276,2058-5276,2024,19.4,19.0,https://journalsimpactfactors.com/journal.php?id=169
NAT NANOTECHNOL,1748-3387,1748-3395,2024,34.9,34.6,https://journalsimpactfactors.com/journal.php?id=60
NAT NEUROSCI,1097-6256,1546-1726,2024,20.0,19.5,https://journalsimpactfactors.com/journal.php?id=163
NAT PHOTONICS,1749-4885,1749-4893,2024,32.9,32.3,https://journalsimpactfactors.com/journal.php?id=68
NAT PHYS,1745-2473,1745-2481,2024,18.4,18.0,https://journalsimpactfactors.com/journal.php?id=184
NAT PLANTS,2055-026X,2055-0278,2024,13.6,13.2,https://journalsimpactfactors.com/journal.php?id=318
NAT PROTOC,1754-2189,1750-2799,2024,16.0,15.8,https://journalsimpactfactors.com/journal.php?id=237
NAT REV CANCER,1474-175X,1474-1768,2024,66.8,66.4,https://journalsimpactfactors.com/journal.php?id=11
NAT REV CARDIOL,1759-5002,1759-5010,2024,44.2,43.7,https://journalsimpactfactors.com/journal.php?id=35
NAT REV CLIN ONCOL,1759-4774,1759-4782,2024,82.2,81.7,https://journalsimpactfactors.com/journal.php?id=8
NAT REV DIS PRIMERS,2056-676X,2056-676X,2024,60.6,60.6,https://journalsimpactfactors.com/journal.php?id=16
NAT REV DRUG DISCOV,1474-1776,1474-1784,2024,101.8,101.1,https://journalsimpactfactors.com/journal.php?id=3
NAT REV ENDOCRINOL,1759-5029,1759-5037,2024,40.0,39.6,https://journalsimpactfactors.com/journal.php?id=43
NAT REV GASTRO HEPAT,1759-5045,1759-5053,2024,51.0,50.4,https://journalsimpactfactors.com/journal.php?id=25
NAT REV GENET,1471-0056,1471-0064,2024,52.0,51.5,https://journalsimpactfactors.com/journal.php?id=23
NAT REV IMMUNOL,1474-1733,1474-1741,2024,60.9,60.5,https://journalsimpactfactors.com/journal.php?id=15
NAT REV MATER,2058-8437,2058-8437,2024,86.2,85.9,https://journalsimpactfactors.com/journal.php?id=7
NAT REV MICROBIOL,1740-1526,1740-1534,2024,103.3,102.8,https://journalsimpactfactors.com/journal.php?id=2
NAT REV MOL CELL BIO,1471-0072,1471-0080,2024,90.2,89.6,https://journalsimpactfactors.com/journal.php?id=4
NAT REV NEPHROL,1759-5061,1759-507X,2024,39.8,39.3,https://journalsimpactfactors.com/journal.php?id=45
NAT REV NEUROL,1759-4758,1759-4766,2024,33.1,32.8,https://journalsimpactfactors.com/journal.php?id=66
NAT REV NEUROSCI,1471-003X,1471-0048,2024,26.7,26.5,https://journalsimpactfactors.com/journal.php?id=97
NAT REV RHEUMATOL,1759-4790,1759-4804,2024,32.7,32.2,https://journalsimpactfactors.com/journal.php?id=70
NAT REV UROL,1759-4812,1759-4820,2024,14.6,14.3,https://journalsimpactfactors.com/journal.php?id=281
NAT SUSTAIN,2398-9629,2398-9629,2024,27.1,26.8,https://journalsimpactfactors.com/journal.php?id=91
NATL SCI REV,2095-5138,2053-714X,2024,17.1,16.7,https://journalsimpactfactors.com/journal.php?id=211
NATURE,0028-0836,1476-4687,2024,48.5,47.7,https://journalsimpactfactors.com/journal.php?id=28
NEURO-ONCOLOGY,1522-8517,1523-5866,2024,13.4,12.4,https://journalsimpactfactors.com/journal.php?id=326
NEURON,0896-6273,1097-4199,2024,15.0,14.6,https://journalsimpactfactors.com/journal.php?id=265
NEW ASTRON REV,1387-6473,1872-9630,2024,26.8,26.7,https://journalsimpactfactors.com/journal.php?id=95
NEW ENGL J MED,0028-4793,1533-4406,2024,78.5,77.9,https://journalsimpactfactors.com/journal.php?id=9
NPJ CLEAN WATER,2059-7037,2059-7037,2024,11.4,11.0,https://journalsimpactfactors.com/journal.php?id=453
NPJ DIGIT MED,2398-6352,2398-6352,2024,15.1,14.5,https://journalsimpactfactors.com/journal.php?id=263
NUCLEIC ACIDS RES,0305-1048,1362-4962,2024,13.1,12.4,https://journalsimpactfactors.com/journal.php?id=340
ONE EARTH,2590-3330,2590-3322,2024,15.3,14.8,https://journalsimpactfactors.com/journal.php?id=257
OPTO-ELECTRON ADV,2096-4579,2097-3993,2024,22.4,21.6,https://journalsimpactfactors.com/journal.php?id=129
P IEEE,0018-9219,1558-2256,2024,25.9,25.6,https://journalsimpactfactors.com/journal.php?id=104
PERIODONTOL 2000,0906-6713,1600-0757,2024,15.7,15.2,https://journalsimpactfactors.com/journal.php?id=244
PHARMACOL REV,0031-6997,1521-0081,2024,17.3,17.2,https://journalsimpactfactors.com/journal.php?id=205
PHARMACOL THERAPEUT,0163-7258,1879-016X,2024,12.5,12.5,https://journalsimpactfactors.com/journal.php?id=374
PHYS LIFE REV,1571-0645,1873-1457,2024,14.3,11.9,https://journalsimpactfactors.com/journal.php?id=292
PHYS REP,0370-1573,1873-6270,2024,29.5,29.3,https://journalsimpactfactors.com/journal.php?id=81
PHYS REV X,2160-3308,2160-3308,2024,15.7,15.3,https://journalsimpactfactors.com/journal.php?id=243
PHYSIOL REV,0031-9333,1522-1210,2024,28.7,28.5,https://journalsimpactfactors.com/journal.php?id=84
PLANT CELL,1040-4651,1532-298X,2024,11.6,11.1,https://journalsimpactfactors.com/journal.php?id=433
PLANT COMMUN,2590-3462,2590-3462,2024,11.6,11.3,https://journalsimpactfactors.com/journal.php?id=434
POLYM REV,1558-3724,1558-3716,2024,11.9,11.8,https://journalsimpactfactors.com/journal.php?id=415
PROG AEROSP SCI,0376-0421,1873-1724,2024,16.2,15.7,https://journalsimpactfactors.com/journal.php?id=233
PROG ENERG COMBUST,0360-1285,1873-216X,2024,37.0,36.8,https://journalsimpactfactors.com/journal.php?id=53
PROG LIPID RES,0163-7827,1873-2194,2024,14.9,14.9,https://journalsimpactfactors.com/journal.php?id=269
PROG MATER SCI,0079-6425,1873-2208,2024,40.0,39.6,https://journalsimpactfactors.com/journal.php?id=44
PROG PART NUCL PHYS,0146-6410,1873-2224,2024,17.9,17.7,https://journalsimpactfactors.com/journal.php?id=193
PROG POLYM SCI,0079-6700,1873-1619,2024,26.1,25.8,https://journalsimpactfactors.com/journal.php?id=102
PROG QUANT ELECTRON,0079-6727,1873-1627,2024,12.5,12.4,https://journalsimpactfactors.com/journal.php?id=378
PROG RETIN EYE RES,1350-9462,1873-1635,2024,14.7,14.4,https://journalsimpactfactors.com/journal.php?id=274
PROT CONTR MOD POW,2367-2617,2367-0983,2024,11.9,10.7,https://journalsimpactfactors.com/journal.php?id=410
PROTEIN CELL,1674-800X,1674-8018,2024,12.8,12.5,https://journalsimpactfactors.com/journal.php?id=361
PSYCHOL BULL,0033-2909,1939-1455,2024,19.8,19.5,https://journalsimpactfactors.com/journal.php?id=166
PSYCHOTHER PSYCHOSOM,0033-3190,1423-0348,2024,17.4,15.1,https://journalsimpactfactors.com/journal.php?id=203
Q J ECON,0033-5533,1531-4650,2024,12.7,12.4,https://journalsimpactfactors.com/journal.php?id=363
QUAL PSYCHOL,2326-3601,2326-3598,2024,14.3,14.1,https://journalsimpactfactors.com/journal.php?id=288
RADIOL-ARTIF INTELL,2638-6100,2638-6100,2024,13.2,12.6,https://journalsimpactfactors.com/journal.php?id=336
RADIOLOGY,0033-8419,,2024,15.2,14.4,https://journalsimpactfactors.com/journal.php?id=258
REDOX BIOL,2213-2317,2213-2317,2024,11.9,11.5,https://journalsimpactfactors.com/journal.php?id=407
REMOTE SENS ENVIRON,0034-4257,1879-0704,2024,11.4,10.4,https://journalsimpactfactors.com/journal.php?id=450
RENEW SUST ENERG REV,1364-0321,1879-0690,2024,16.3,15.7,https://journalsimpactfactors.com/journal.php?id=229
REP PROG PHYS,0034-4885,1361-6633,2024,20.7,20.6,https://journalsimpactfactors.com/journal.php?id=153
REV AQUACULT,1753-5123,1753-5131,2024,11.3,10.9,https://journalsimpactfactors.com/journal.php?id=462
REV GEOPHYS,8755-1209,1944-9208,2024,37.3,37.2,https://journalsimpactfactors.com/journal.php?id=52
REV MOD PHYS,0034-6861,1539-0756,2024,44.8,44.6,https://journalsimpactfactors.com/journal.php?id=32
ROBOT CIM-INT MANUF,0736-5845,1879-2537,2024,11.4,10.1,https://journalsimpactfactors.com/journal.php?id=451
SCI ADV,2375-2548,2375-2548,2024,12.5,12.3,https://journalsimpactfactors.com/journal.php?id=372
SCI BULL,2095-9273,2095-9281,2024,21.1,20.5,https://journalsimpactfactors.com/journal.php?id=145
SCI IMMUNOL,2470-9468,2470-9468,2024,16.3,16.1,https://journalsimpactfactors.com/journal.php?id=228
SCI ROBOT,2470-9476,2470-9476,2024,27.5,26.8,https://journalsimpactfactors.com/journal.php?id=89
SCI TRANSL MED,1946-6234,1946-6242,2024,14.6,14.5,https://journalsimpactfactors.com/journal.php?id=279
SCIENCE,0036-8075,1095-9203,2024,45.8,45.3,https://journalsimpactfactors.com/journal.php?id=30
SEMIN CANCER BIOL,1044-579X,1096-3650,2024,15.7,15.6,https://journalsimpactfactors.com/journal.php?id=245
SIGNAL TRANSDUCT TAR,2095-9907,2059-3635,2024,52.7,52.1,https://journalsimpactfactors.com/journal.php?id=22
SMALL,1613-6810,1613-6829,2024,12.1,11.5,https://journalsimpactfactors.com/journal.php?id=391
SMART MED,2751-1871,2751-1871,2024,11.6,11.1,https://journalsimpactfactors.com/journal.php?id=441
SMARTMAT,2766-8525,2688-819X,2024,12.8,12.4,https://journalsimpactfactors.com/journal.php?id=360
STAT SURV,1935-7516,1935-7516,2024,15.4,15.4,https://journalsimpactfactors.com/journal.php?id=254
STUD MYCOL,0166-0616,1872-9797,2024,17.1,16.5,https://journalsimpactfactors.com/journal.php?id=209
SUSMAT,2766-8479,2692-4552,2024,21.3,20.6,https://journalsimpactfactors.com/journal.php?id=142
SUSTAIN CITIES SOC,2210-6707,2210-6715,2024,12.0,10.3,https://journalsimpactfactors.com/journal.php?id=401
TECHNOL FORECAST SOC,0040-1625,1873-5509,2024,13.3,12.2,https://journalsimpactfactors.com/journal.php?id=335
TECHNOL SOC,0160-791X,1879-3274,2024,12.5,11.6,https://journalsimpactfactors.com/journal.php?id=371
THERANOSTICS,1838-7640,1838-7640,2024,13.3,13.1,https://journalsimpactfactors.com/journal.php?id=332
TOURISM MANAGE,0261-5177,1879-3193,2024,12.4,11.3,https://journalsimpactfactors.com/journal.php?id=379
TRAC-TREND ANAL CHEM,0165-9936,1879-3142,2024,12.0,11.4,https://journalsimpactfactors.com/journal.php?id=404
TRANSL NEURODEGENER,2047-9158,2047-9158,2024,15.2,14.9,https://journalsimpactfactors.com/journal.php?id=261
TRENDS BIOTECHNOL,0167-7799,1879-3096,2024,14.9,14.7,https://journalsimpactfactors.com/journal.php?id=270
TRENDS CANCER,2405-8033,2405-8025,2024,17.5,17.4,https://journalsimpactfactors.com/journal.php?id=202
TRENDS CELL BIOL,0962-8924,1879-3088,2024,18.1,18.0,https://journalsimpactfactors.com/journal.php?id=189
TRENDS COGN SCI,1364-6613,1879-307X,2024,17.2,16.8,https://journalsimpactfactors.com/journal.php?id=208
TRENDS ECOL EVOL,0169-5347,1872-8383,2024,17.3,16.9,https://journalsimpactfactors.com/journal.php?id=206
TRENDS ENDOCRIN MET,1043-2760,1879-3061,2024,12.6,12.5,https://journalsimpactfactors.com/journal.php?id=369
TRENDS ENVIRON ANAL,2214-1588,2214-1588,2024,13.4,13.3,https://journalsimpactfactors.com/journal.php?id=328
TRENDS FOOD SCI TECH,0924-2244,1879-3053,2024,15.4,14.8,https://journalsimpactfactors.com/journal.php?id=255
TRENDS GENET,0168-9525,1362-4555,2024,16.3,16.1,https://journalsimpactfactors.com/journal.php?id=230
TRENDS IMMUNOL,1471-4906,1471-4981,2024,13.9,13.9,https://journalsimpactfactors.com/journal.php?id=305
TRENDS MICROBIOL,0966-842X,1878-4380,2024,14.9,14.7,https://journalsimpactfactors.com/journal.php?id=271
TRENDS MOL MED,1471-4914,1471-499X,2024,13.8,13.7,https://journalsimpactfactors.com/journal.php?id=308
TRENDS NEUROSCI,0166-2236,1878-108X,2024,15.1,15.0,https://journalsimpactfactors.com/journal.php?id=264
TRENDS PHARMACOL SCI,0165-6147,1873-3735,2024,19.9,19.8,https://journalsimpactfactors.com/journal.php?id=165
TRENDS PLANT SCI,1360-1385,1878-4372,2024,20.8,20.4,https://journalsimpactfactors.com/journal.php?id=151
TUNGSTEN-SINGAPORE,2661-8028,2661-8036,2024,11.2,10.6,https://journalsimpactfactors.com/journal.php?id=468
WATER RES,0043-1354,1879-2448,2024,12.4,11.2,https://journalsimpactfactors.com/journal.php?id=381
WIRES COMPUT MOL SCI,1759-0876,1759-0884,2024,27.0,26.9,https://journalsimpactfactors.com/journal.php?id=93
WIRES DATA MIN KNOWL,1942-4787,1942-4795,2024,11.7,11.5,https://journalsimpactfactors.com/journal.php?id=427
WORLD PSYCHIATRY,1723-8617,2051-5545,2024,65.8,60.7,https://journalsimpactfactors.com/journal.php?id=12
PRX QUANTUM,N/A,2691-3399,2024,11.000,10.200,https://journalsimpactfactors.com/journal.php?id=475
J HOSP MARKET MANAG,1936-8623,1936-8631,2024,11.000,10.000,https://journalsimpactfactors.com/journal.php?id=476
RELIAB ENG SYST SAFE,0951-8320,1879-0836,2024,11.000,7.400,https://journalsimpactfactors.com/journal.php?id=479
RARE METALS,1001-0521,1867-7185,2024,11.000,8.900,https://journalsimpactfactors.com/journal.php?id=480
TRENDS BIOCHEM SCI,0968-0004,1362-4326,2024,11.000,10.900,https://journalsimpactfactors.com/journal.php?id=482
NANO CONVERG,2196-5404,2196-5404,2024,11.000,9.900,https://journalsimpactfactors.com/journal.php?id=483
ARTHRITIS RHEUMATOL,2326-5191,2326-5205,2024,10.900,10.500,https://journalsimpactfactors.com/journal.php?id=484
TECHNOVATION,0166-4972,1879-2383,2024,10.900,10.000,https://journalsimpactfactors.com/journal.php?id=485
ENERG CONVERS MANAGE,0196-8904,1879-2227,2024,10.900,9.800,https://journalsimpactfactors.com/journal.php?id=486
IEEE T CONSUM ELECTR,0098-3063,1558-4127,2024,10.900,5.200,https://journalsimpactfactors.com/journal.php?id=487
NANO TODAY,1748-0132,1878-044X,2024,10.900,10.500,https://journalsimpactfactors.com/journal.php?id=488
RESOUR CONSERV RECY,0921-3449,1879-0658,2024,10.900,10.400,https://journalsimpactfactors.com/journal.php?id=489
EUR J HEART FAIL,1388-9842,1879-0844,2024,10.800,9.500,https://journalsimpactfactors.com/journal.php?id=490
OECON COPERNIC,2083-1277,2353-1827,2024,10.800,10.000,https://journalsimpactfactors.com/journal.php?id=491
